conv_id,query_id,query_text,retriever,generation_backend,summary
c11,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker F said: Let’s pick one main question and avoid building extra features. thanks. Speaker A said: I propose let’s pick one main question and avoid building extra features. Speaker B said: Maybe, let’s pick one main question and avoid building extra features. Speaker F said: Let’s pick one main question and avoid building extra features. appreciate it. Speaker C said: Let’s pick one main question and avoid building extra features. This also gives us something concrete to show in the proposal and final report."
c11,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker F said: If you don't mind, for sure, if we finish the prototype early, we’ll have time to run the user study. Speaker A said: The best option is if we finish the prototype early, we’ll have time to run the user study. Speaker F said: Thanks, let’s set weekly milestones: data, prototype, analysis, study, writing. Speaker F said: I agree. We can simulate group chats so we control ground truth and avoid privacy issues. please. Speaker B said: I feel like, we should store everything in a clean CSV with speaker IDs and timestamps."
c11,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker F said: If you don't mind, for sure, if we finish the prototype early, we’ll have time to run the user study. Speaker A said: The best option is if we finish the prototype early, we’ll have time to run the user study. Speaker F said: Thanks, let’s set weekly milestones: data, prototype, analysis, study, writing. Speaker F said: I agree. We can simulate group chats so we control ground truth and avoid privacy issues. please. Speaker B said: I feel like, we should store everything in a clean CSV with speaker IDs and timestamps."
c11,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker F said: If you don't mind, for sure, if we finish the prototype early, we’ll have time to run the user study. Speaker A said: The best option is if we finish the prototype early, we’ll have time to run the user study. Speaker F said: Thanks, let’s set weekly milestones: data, prototype, analysis, study, writing. Speaker F said: I agree. We can simulate group chats so we control ground truth and avoid privacy issues. please. Speaker B said: I feel like, we should store everything in a clean CSV with speaker IDs and timestamps."
c11,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker F said: If you don't mind, for sure, if we finish the prototype early, we’ll have time to run the user study. Speaker A said: The best option is if we finish the prototype early, we’ll have time to run the user study. Speaker F said: Thanks, let’s set weekly milestones: data, prototype, analysis, study, writing. Speaker F said: I agree. We can simulate group chats so we control ground truth and avoid privacy issues. please. Speaker B said: I feel like, we should store everything in a clean CSV with speaker IDs and timestamps."
c12,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker B said: Team: let's discuss study design discussion and get aligned before we split tasks. Speaker G said: We should randomize which conversation they see to avoid learning effects. Speaker E said: Just to check: We should track agreement across participants to see if the effect is consistent? Speaker G said: Readers may think the most-retrieved speaker is the leader, even if they weren’t. Speaker C said: For the user study, we can ask who seems most knowledgeable or influential. If we write this down as a checklist, we can avoid back-and-forth later."
c12,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker C said: We should compute style metrics: verbosity, hedging rate, assertiveness rate. We can validate it quickly with a small pilot before we scale it up. Speaker G said: We should randomize which conversation they see to avoid learning effects. Speaker E said: Just to check: We should track agreement across participants to see if the effect is consistent? Speaker G said: Readers may think the most-retrieved speaker is the leader, even if they weren’t. Speaker C said: For the user study, we can ask who seems most knowledgeable or influential. If we write this down as a checklist, we can avoid back-and-forth later."
c12,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker C said: We should compute style metrics: verbosity, hedging rate, assertiveness rate. We can validate it quickly with a small pilot before we scale it up. Speaker G said: We should randomize which conversation they see to avoid learning effects. Speaker E said: Just to check: We should track agreement across participants to see if the effect is consistent? Speaker G said: Readers may think the most-retrieved speaker is the leader, even if they weren’t. Speaker C said: For the user study, we can ask who seems most knowledgeable or influential. If we write this down as a checklist, we can avoid back-and-forth later."
c12,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker C said: We should compute style metrics: verbosity, hedging rate, assertiveness rate. We can validate it quickly with a small pilot before we scale it up. Speaker G said: We should randomize which conversation they see to avoid learning effects. Speaker E said: Just to check: We should track agreement across participants to see if the effect is consistent? Speaker G said: Readers may think the most-retrieved speaker is the leader, even if they weren’t. Speaker C said: For the user study, we can ask who seems most knowledgeable or influential. If we write this down as a checklist, we can avoid back-and-forth later."
c12,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker C said: We should compute style metrics: verbosity, hedging rate, assertiveness rate. We can validate it quickly with a small pilot before we scale it up. Speaker G said: We should randomize which conversation they see to avoid learning effects. Speaker E said: Just to check: We should track agreement across participants to see if the effect is consistent? Speaker G said: Readers may think the most-retrieved speaker is the leader, even if they weren’t. Speaker C said: For the user study, we can ask who seems most knowledgeable or influential. If we write this down as a checklist, we can avoid back-and-forth later."
c13,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker F said: Could we, let’s pick one main question and avoid building extra features. Speaker G said: I agree. Let’s pick one main question and avoid building extra features. Speaker A said: Let's let’s pick one main question and avoid building extra features. Speaker A said: We should i'm not fully convinced yet. Let’s pick one main question and avoid building extra features. Speaker A said: I propose i agree. Let’s pick one main question and avoid building extra features."
c13,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker C said: Let’s decide how many conversations and messages we need for signal. This also gives us something concrete to show in the proposal and final report. Speaker F said: We should measure who gets retrieved compared to who actually contributed. please. Speaker G said: If we overbuild, we’ll have less time for evaluation and writing. Speaker C said: We can simulate group chats so we control ground truth and avoid privacy issues. This also gives us something concrete to show in the proposal and final report. Speaker C said: We should store everything in a clean CSV with speaker IDs and timestamps. If we write this down as a checklist, we can avoid back-and-forth later."
c13,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker C said: Let’s decide how many conversations and messages we need for signal. This also gives us something concrete to show in the proposal and final report. Speaker F said: We should measure who gets retrieved compared to who actually contributed. please. Speaker G said: If we overbuild, we’ll have less time for evaluation and writing. Speaker C said: We can simulate group chats so we control ground truth and avoid privacy issues. This also gives us something concrete to show in the proposal and final report. Speaker C said: We should store everything in a clean CSV with speaker IDs and timestamps. If we write this down as a checklist, we can avoid back-and-forth later."
c13,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker C said: Let’s decide how many conversations and messages we need for signal. This also gives us something concrete to show in the proposal and final report. Speaker F said: We should measure who gets retrieved compared to who actually contributed. please. Speaker G said: If we overbuild, we’ll have less time for evaluation and writing. Speaker C said: We can simulate group chats so we control ground truth and avoid privacy issues. This also gives us something concrete to show in the proposal and final report. Speaker C said: We should store everything in a clean CSV with speaker IDs and timestamps. If we write this down as a checklist, we can avoid back-and-forth later."
c13,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker C said: Let’s decide how many conversations and messages we need for signal. This also gives us something concrete to show in the proposal and final report. Speaker F said: We should measure who gets retrieved compared to who actually contributed. please. Speaker G said: If we overbuild, we’ll have less time for evaluation and writing. Speaker C said: We can simulate group chats so we control ground truth and avoid privacy issues. This also gives us something concrete to show in the proposal and final report. Speaker C said: We should store everything in a clean CSV with speaker IDs and timestamps. If we write this down as a checklist, we can avoid back-and-forth later."
c14,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker D said: Let’s pick one main question and avoid building extra features. Speaker A said: I recommend let’s pick one main question and avoid building extra features. Speaker D said: Honestly, let’s pick one main question and avoid building extra features. Speaker C said: Let’s pick one main question and avoid building extra features. It might feel like extra work now, but it saves time during analysis. Speaker A said: Let's we should store everything in a clean CSV with speaker IDs and timestamps."
c14,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker D said: Honestly, let’s pick one main question and avoid building extra features. Speaker B said: I think, to be clear, we should measure who gets retrieved compared to who actually contributed. Speaker C said: Let’s define a small set of standard questions to ask the system. This also gives us something concrete to show in the proposal and final report. Speaker B said: Possibly, let’s define a small set of standard questions to ask the system. Speaker A said: Let's let’s set weekly milestones: data, prototype, analysis, study, writing."
c14,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker D said: Honestly, let’s pick one main question and avoid building extra features. Speaker B said: I think, to be clear, we should measure who gets retrieved compared to who actually contributed. Speaker C said: Let’s define a small set of standard questions to ask the system. This also gives us something concrete to show in the proposal and final report. Speaker B said: Possibly, let’s define a small set of standard questions to ask the system. Speaker A said: Let's let’s set weekly milestones: data, prototype, analysis, study, writing."
c14,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker D said: Honestly, let’s pick one main question and avoid building extra features. Speaker B said: I think, to be clear, we should measure who gets retrieved compared to who actually contributed. Speaker C said: Let’s define a small set of standard questions to ask the system. This also gives us something concrete to show in the proposal and final report. Speaker B said: Possibly, let’s define a small set of standard questions to ask the system. Speaker A said: Let's let’s set weekly milestones: data, prototype, analysis, study, writing."
c14,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker D said: Honestly, let’s pick one main question and avoid building extra features. Speaker B said: I think, to be clear, we should measure who gets retrieved compared to who actually contributed. Speaker C said: Let’s define a small set of standard questions to ask the system. This also gives us something concrete to show in the proposal and final report. Speaker B said: Possibly, let’s define a small set of standard questions to ask the system. Speaker A said: Let's let’s set weekly milestones: data, prototype, analysis, study, writing."
c15,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker F said: Team: let's discuss study design discussion and get aligned before we split tasks. Speaker G said: We can compute retrieval share per speaker and compare it to participation share. Speaker E said: Before we move on: I agree. We can keep it lightweight with a Google Form and short tasks? Speaker G said: For the user study, we can ask who seems most knowledgeable or influential. Speaker F said: If you don't mind, i suspect verbose speakers will be retrieved more often just because they contain more keywords."
c15,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker A said: The best option is we should track agreement across participants to see if the effect is consistent. Speaker G said: We can compute retrieval share per speaker and compare it to participation share. Speaker E said: Before we move on: I agree. We can keep it lightweight with a Google Form and short tasks? Speaker G said: For the user study, we can ask who seems most knowledgeable or influential. Speaker F said: If you don't mind, i suspect verbose speakers will be retrieved more often just because they contain more keywords."
c15,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker A said: The best option is we should track agreement across participants to see if the effect is consistent. Speaker G said: We can compute retrieval share per speaker and compare it to participation share. Speaker E said: Before we move on: I agree. We can keep it lightweight with a Google Form and short tasks? Speaker G said: For the user study, we can ask who seems most knowledgeable or influential. Speaker F said: If you don't mind, i suspect verbose speakers will be retrieved more often just because they contain more keywords."
c15,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker A said: The best option is we should track agreement across participants to see if the effect is consistent. Speaker G said: We can compute retrieval share per speaker and compare it to participation share. Speaker E said: Before we move on: I agree. We can keep it lightweight with a Google Form and short tasks? Speaker G said: For the user study, we can ask who seems most knowledgeable or influential. Speaker F said: If you don't mind, i suspect verbose speakers will be retrieved more often just because they contain more keywords."
c15,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker A said: The best option is we should track agreement across participants to see if the effect is consistent. Speaker G said: We can compute retrieval share per speaker and compare it to participation share. Speaker E said: Before we move on: I agree. We can keep it lightweight with a Google Form and short tasks? Speaker G said: For the user study, we can ask who seems most knowledgeable or influential. Speaker F said: If you don't mind, i suspect verbose speakers will be retrieved more often just because they contain more keywords."
c16,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker G said: Let’s pick one main question and avoid building extra features. Speaker D said: Let’s pick one main question and avoid building extra features. Speaker G said: I agree. Let’s pick one main question and avoid building extra features. Speaker A said: We need to let’s pick one main question and avoid building extra features. Speaker A said: I recommend let’s pick one main question and avoid building extra features."
c16,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker G said: Let’s define a small set of standard questions to ask the system. Speaker F said: Could we, we should measure who gets retrieved compared to who actually contributed. Speaker A said: I recommend let’s pick one main question and avoid building extra features. Speaker A said: I recommend let’s set weekly milestones: data, prototype, analysis, study, writing. Speaker A said: I recommend we should decide what success looks like by the end of the semester."
c16,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker G said: Let’s define a small set of standard questions to ask the system. Speaker F said: Could we, we should measure who gets retrieved compared to who actually contributed. Speaker A said: I recommend let’s pick one main question and avoid building extra features. Speaker A said: I recommend let’s set weekly milestones: data, prototype, analysis, study, writing. Speaker A said: I recommend we should decide what success looks like by the end of the semester."
c16,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker G said: Let’s define a small set of standard questions to ask the system. Speaker F said: Could we, we should measure who gets retrieved compared to who actually contributed. Speaker A said: I recommend let’s pick one main question and avoid building extra features. Speaker A said: I recommend let’s set weekly milestones: data, prototype, analysis, study, writing. Speaker A said: I recommend we should decide what success looks like by the end of the semester."
c16,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker G said: Let’s define a small set of standard questions to ask the system. Speaker F said: Could we, we should measure who gets retrieved compared to who actually contributed. Speaker A said: I recommend let’s pick one main question and avoid building extra features. Speaker A said: I recommend let’s set weekly milestones: data, prototype, analysis, study, writing. Speaker A said: I recommend we should decide what success looks like by the end of the semester."
c17,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker B said: I feel like, let’s pick one main question and avoid building extra features. Speaker B said: I feel like, let’s pick one main question and avoid building extra features. Speaker F said: Let’s pick one main question and avoid building extra features. if you don't mind. Speaker E said: Quick question: Let’s pick one main question and avoid building extra features? Speaker D said: We also need a human study to see if summaries change perception."
c17,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker D said: We also need a human study to see if summaries change perception. Speaker E said: Before we move on: We can simulate group chats so we control ground truth and avoid privacy issues? Speaker B said: Possibly, i'm not fully convinced yet. Let’s decide how many conversations and messages we need for signal. Speaker D said: To be clear, we should measure who gets retrieved compared to who actually contributed. Speaker B said: It seems like, we need to keep the project focused so we can finish in time."
c17,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker D said: We also need a human study to see if summaries change perception. Speaker E said: Before we move on: We can simulate group chats so we control ground truth and avoid privacy issues? Speaker B said: Possibly, i'm not fully convinced yet. Let’s decide how many conversations and messages we need for signal. Speaker D said: To be clear, we should measure who gets retrieved compared to who actually contributed. Speaker B said: It seems like, we need to keep the project focused so we can finish in time."
c17,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker D said: We also need a human study to see if summaries change perception. Speaker E said: Before we move on: We can simulate group chats so we control ground truth and avoid privacy issues? Speaker B said: Possibly, i'm not fully convinced yet. Let’s decide how many conversations and messages we need for signal. Speaker D said: To be clear, we should measure who gets retrieved compared to who actually contributed. Speaker B said: It seems like, we need to keep the project focused so we can finish in time."
c17,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker D said: We also need a human study to see if summaries change perception. Speaker E said: Before we move on: We can simulate group chats so we control ground truth and avoid privacy issues? Speaker B said: Possibly, i'm not fully convinced yet. Let’s decide how many conversations and messages we need for signal. Speaker D said: To be clear, we should measure who gets retrieved compared to who actually contributed. Speaker B said: It seems like, we need to keep the project focused so we can finish in time."
c18,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker D said: A minimal system plus strong evaluation is probably the best strategy. Speaker B said: Kind of, if we keep it simple, we can run more experiments and comparisons. Speaker G said: A minimal system plus strong evaluation is probably the best strategy. Speaker G said: For sure, we could compare two setups to see if results are robust. Speaker E said: Just to check: In my view, if we keep the stack simple, we can focus on the analysis?"
c18,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker D said: A minimal system plus strong evaluation is probably the best strategy. Speaker B said: Kind of, if we keep it simple, we can run more experiments and comparisons. Speaker G said: A minimal system plus strong evaluation is probably the best strategy. Speaker G said: For sure, we could compare two setups to see if results are robust. Speaker E said: Just to check: In my view, if we keep the stack simple, we can focus on the analysis?"
c18,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker D said: A minimal system plus strong evaluation is probably the best strategy. Speaker B said: Kind of, if we keep it simple, we can run more experiments and comparisons. Speaker G said: A minimal system plus strong evaluation is probably the best strategy. Speaker G said: For sure, we could compare two setups to see if results are robust. Speaker E said: Just to check: In my view, if we keep the stack simple, we can focus on the analysis?"
c18,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker D said: A minimal system plus strong evaluation is probably the best strategy. Speaker B said: Kind of, if we keep it simple, we can run more experiments and comparisons. Speaker G said: A minimal system plus strong evaluation is probably the best strategy. Speaker G said: For sure, we could compare two setups to see if results are robust. Speaker E said: Just to check: In my view, if we keep the stack simple, we can focus on the analysis?"
c18,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker D said: A minimal system plus strong evaluation is probably the best strategy. Speaker B said: Kind of, if we keep it simple, we can run more experiments and comparisons. Speaker G said: A minimal system plus strong evaluation is probably the best strategy. Speaker G said: For sure, we could compare two setups to see if results are robust. Speaker E said: Just to check: In my view, if we keep the stack simple, we can focus on the analysis?"
c19,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker G said: Can someone summarize today’s discussion in a few bullets? Speaker B said: Possibly, can someone summarize today’s discussion in a few bullets? Speaker E said: Quick question: The main decision is which project idea we commit to? Speaker A said: I propose i agree. Can someone summarize today’s discussion in a few bullets? Speaker A said: The best option is the main decision is which project idea we commit to."
c19,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker A said: The best option is let’s restate what we agreed on before we end the meeting. Speaker B said: I think, in my view, we should write down the final scope so everyone is aligned. Speaker B said: Kind of, we should create a shared doc with open questions and next steps. Speaker G said: Let’s assign owners and deadlines for each task. Speaker A said: The best option is the main decision is which project idea we commit to."
c19,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker A said: The best option is let’s restate what we agreed on before we end the meeting. Speaker B said: I think, in my view, we should write down the final scope so everyone is aligned. Speaker B said: Kind of, we should create a shared doc with open questions and next steps. Speaker G said: Let’s assign owners and deadlines for each task. Speaker A said: The best option is the main decision is which project idea we commit to."
c19,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker A said: The best option is let’s restate what we agreed on before we end the meeting. Speaker B said: I think, in my view, we should write down the final scope so everyone is aligned. Speaker B said: Kind of, we should create a shared doc with open questions and next steps. Speaker G said: Let’s assign owners and deadlines for each task. Speaker A said: The best option is the main decision is which project idea we commit to."
c19,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker A said: The best option is let’s restate what we agreed on before we end the meeting. Speaker B said: I think, in my view, we should write down the final scope so everyone is aligned. Speaker B said: Kind of, we should create a shared doc with open questions and next steps. Speaker G said: Let’s assign owners and deadlines for each task. Speaker A said: The best option is the main decision is which project idea we commit to."
c2,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker E said: Team: let's discuss study design discussion and get aligned before we split tasks. Speaker E said: Just to check: We can show participants a short system-generated summary and ask perception questions? Speaker A said: Let's i'm not fully convinced yet. We should compute style metrics: verbosity, hedging rate, assertiveness rate. Speaker F said: Thanks, readers may think the most-retrieved speaker is the leader, even if they weren’t. Speaker A said: Let's i suspect verbose speakers will be retrieved more often just because they contain more keywords."
c2,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker F said: Readers may think the most-retrieved speaker is the leader, even if they weren’t. appreciate it. Speaker E said: Just to check: We can show participants a short system-generated summary and ask perception questions? Speaker A said: Let's i'm not fully convinced yet. We should compute style metrics: verbosity, hedging rate, assertiveness rate. Speaker F said: Thanks, readers may think the most-retrieved speaker is the leader, even if they weren’t. Speaker A said: Let's i suspect verbose speakers will be retrieved more often just because they contain more keywords."
c2,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker F said: Readers may think the most-retrieved speaker is the leader, even if they weren’t. appreciate it. Speaker E said: Just to check: We can show participants a short system-generated summary and ask perception questions? Speaker A said: Let's i'm not fully convinced yet. We should compute style metrics: verbosity, hedging rate, assertiveness rate. Speaker F said: Thanks, readers may think the most-retrieved speaker is the leader, even if they weren’t. Speaker A said: Let's i suspect verbose speakers will be retrieved more often just because they contain more keywords."
c2,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker F said: Readers may think the most-retrieved speaker is the leader, even if they weren’t. appreciate it. Speaker E said: Just to check: We can show participants a short system-generated summary and ask perception questions? Speaker A said: Let's i'm not fully convinced yet. We should compute style metrics: verbosity, hedging rate, assertiveness rate. Speaker F said: Thanks, readers may think the most-retrieved speaker is the leader, even if they weren’t. Speaker A said: Let's i suspect verbose speakers will be retrieved more often just because they contain more keywords."
c2,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker F said: Readers may think the most-retrieved speaker is the leader, even if they weren’t. appreciate it. Speaker E said: Just to check: We can show participants a short system-generated summary and ask perception questions? Speaker A said: Let's i'm not fully convinced yet. We should compute style metrics: verbosity, hedging rate, assertiveness rate. Speaker F said: Thanks, readers may think the most-retrieved speaker is the leader, even if they weren’t. Speaker A said: Let's i suspect verbose speakers will be retrieved more often just because they contain more keywords."
